#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"Un","KV784389.1",350718,351182,"-",,,"FRACYDRAFT_251707","OEU07159.1",154,"hypothetical protein FRACYDRAFT_251707"
"Un","KV784389.1",351540,351962,"-",,,"FRACYDRAFT_251708","OEU07160.1",123,"hypothetical protein FRACYDRAFT_251708"
"Un","KV784389.1",366871,367524,"+",,,"FRACYDRAFT_161472","OEU07161.1",218,"antifreeze protein, partial"
"Un","KV784389.1",378331,379384,"-",,,"FRACYDRAFT_142048","OEU07162.1",234,"SNF2_N-domain-containing protein, partial"
"Un","KV784389.1",418540,420693,"+",,,"FRACYDRAFT_251731","OEU07163.1",684,"hypothetical protein FRACYDRAFT_251731"
"Un","KV784389.1",428287,430212,"-",,,"FRACYDRAFT_251736","OEU07164.1",551,"hypothetical protein FRACYDRAFT_251736"
"Un","KV784389.1",459065,459496,"-",,,"FRACYDRAFT_251747","OEU07165.1",143,"hypothetical protein FRACYDRAFT_251747"
"Un","KV784475.1",652,1027,"-",,,"FRACYDRAFT_258330","OEU05769.1",115,"hypothetical protein FRACYDRAFT_258330"
"Un","KV784475.1",43406,43753,"+",,,"FRACYDRAFT_204486","OEU05770.1",116,"hypothetical protein FRACYDRAFT_204486, partial"
"Un","KV784475.1",48539,49060,"+",,,"FRACYDRAFT_258339","OEU05771.1",173,"hypothetical protein FRACYDRAFT_258339"
"Un","KV784432.1",787,6283,"+",,,"FRACYDRAFT_256709","OEU06031.1",1265,"L domain-like protein"
"Un","KV784432.1",10429,10686,"-",,,"FRACYDRAFT_155061","OEU06032.1",86,"TIP41-like protein, partial"
"Un","KV784432.1",14205,17773,"-",,,"FRACYDRAFT_256712","OEU06033.1",967,"hypothetical protein FRACYDRAFT_256712"
"Un","KV784432.1",43815,44447,"-",,,"FRACYDRAFT_256722","OEU06034.1",210,"hypothetical protein FRACYDRAFT_256722"
"Un","KV784432.1",45189,46069,"-",,,"FRACYDRAFT_256723","OEU06035.1",262,"hypothetical protein FRACYDRAFT_256723"
"Un","KV784432.1",47201,49075,"+",,,"FRACYDRAFT_256724","OEU06036.1",624,"hypothetical protein FRACYDRAFT_256724"
"Un","KV784432.1",68474,68935,"-",,,"FRACYDRAFT_256731","OEU06037.1",153,"hypothetical protein FRACYDRAFT_256731"
"Un","KV784432.1",111807,112887,"+",,,"FRACYDRAFT_256743","OEU06038.1",130,"hypothetical protein FRACYDRAFT_256743"
"Un","KV784432.1",114693,115233,"+",,,"FRACYDRAFT_222647","OEU06039.1",170,"hypothetical protein FRACYDRAFT_222647, partial"
"Un","KV784432.1",140468,140860,"-",,,"FRACYDRAFT_256754","OEU06040.1",130,"hypothetical protein FRACYDRAFT_256754"
"Un","KV784432.1",145084,146863,"+",,,"FRACYDRAFT_256755","OEU06041.1",526,"hypothetical protein FRACYDRAFT_256755"
"Un","KV784432.1",154457,154654,"+",,,"FRACYDRAFT_202875","OEU06042.1",65,"hypothetical protein FRACYDRAFT_202875, partial"
"Un","KV784432.1",173184,174975,"-",,,"FRACYDRAFT_256761","OEU06043.1",178,"hypothetical protein FRACYDRAFT_256761"
"Un","KV784432.1",203232,204155,"-",,,"FRACYDRAFT_273245","OEU06044.1",307,"hypothetical protein FRACYDRAFT_273245"
"Un","KV784432.1",205253,205573,"+",,,"FRACYDRAFT_164118","OEU06045.1",107,"POZ domain-containing protein, partial"
"Un","KV784432.1",208687,209250,"+",,,"FRACYDRAFT_256771","OEU06046.1",188,"hypothetical protein FRACYDRAFT_256771, partial"
"Un","KV784494.1",82,698,"+",,,"FRACYDRAFT_258470","OEU05737.1",204,"hypothetical protein FRACYDRAFT_258470, partial"
"Un","KV784494.1",6762,8667,"-",,,"FRACYDRAFT_258473","OEU05738.1",517,"hypothetical protein FRACYDRAFT_258473"
"Un","KV784494.1",9347,10435,"+",,,"FRACYDRAFT_258474","OEU05739.1",362,"hypothetical protein FRACYDRAFT_258474"
"Un","KV784494.1",10582,12426,"-",,,"FRACYDRAFT_266977","OEU05740.1",530,"hypothetical protein FRACYDRAFT_266977"
"Un","KV784471.1",45,1280,"-",,,"FRACYDRAFT_258278","OEU05779.1",411,"hypothetical protein FRACYDRAFT_258278"
"Un","KV784471.1",9241,9792,"+",,,"FRACYDRAFT_204441","OEU05780.1",183,"hypothetical protein FRACYDRAFT_204441"
"Un","KV784471.1",14635,15333,"-",,,"FRACYDRAFT_258284","OEU05781.1",232,"hypothetical protein FRACYDRAFT_258284"
"Un","KV784471.1",30443,31308,"+",,,"FRACYDRAFT_258288","OEU05782.1",203,"hypothetical protein FRACYDRAFT_258288"
"Un","KV784471.1",39206,39826,"-",,,"FRACYDRAFT_266930","OEU05783.1",206,"hypothetical protein FRACYDRAFT_266930"
"Un","KV784358.1",58,810,"-",,,"FRACYDRAFT_217786","OEU16016.1",250,"hypothetical protein FRACYDRAFT_217786"
"Un","KV784358.1",1863,3354,"-",,,"FRACYDRAFT_238600","OEU16017.1",391,"hypothetical protein FRACYDRAFT_238600"
"Un","KV784358.1",3719,4963,"+",,,"FRACYDRAFT_238601","OEU16018.1",414,"hypothetical protein FRACYDRAFT_238601"
"Un","KV784358.1",5808,8778,"+",,,"FRACYDRAFT_238602","OEU16019.1",736,"hypothetical protein FRACYDRAFT_238602"
"Un","KV784358.1",9108,9785,"-",,,"FRACYDRAFT_238603","OEU16020.1",193,"hypothetical protein FRACYDRAFT_238603"
"Un","KV784358.1",10848,11858,"-",,,"FRACYDRAFT_261079","OEU16021.1",336,"hypothetical protein FRACYDRAFT_261079"
"Un","KV784358.1",15022,16672,"+",,,"FRACYDRAFT_238605","OEU16022.1",535,"hypothetical protein FRACYDRAFT_238605"
"Un","KV784358.1",26260,27486,"-",,,"FRACYDRAFT_238607","OEU16023.1",408,"hypothetical protein FRACYDRAFT_238607"
"Un","KV784358.1",29603,30598,"+",,,"FRACYDRAFT_185581","OEU16024.1",332,"glycoside hydrolase, partial"
"Un","KV784358.1",31594,32226,"-",,,"FRACYDRAFT_225500","OEU16025.1",210,"hypothetical protein FRACYDRAFT_225500"
"Un","KV784358.1",33673,34487,"+",,,"FRACYDRAFT_225501","OEU16026.1",180,"signal peptidase I"
"Un","KV784358.1",35117,35299,"-",,,"FRACYDRAFT_268875","OEU16027.1",60,"hypothetical protein FRACYDRAFT_268875"
"Un","KV784358.1",38222,39420,"-",,,"FRACYDRAFT_238612","OEU16028.1",340,"hypothetical protein FRACYDRAFT_238612"
"Un","KV784358.1",40020,40772,"+",,,"FRACYDRAFT_238613","OEU16029.1",250,"hypothetical protein FRACYDRAFT_238613"
"Un","KV784358.1",41084,42778,"-",,,"FRACYDRAFT_238614","OEU16030.1",564,"S-adenosyl-L-methionine-dependent methyltransferase"
"Un","KV784358.1",43361,44123,"+",,,"FRACYDRAFT_238615","OEU16031.1",246,"hypothetical protein FRACYDRAFT_238615"
"Un","KV784358.1",44403,44771,"-",,"CPF1","FRACYDRAFT_238616","OEU16032.1",122,"FAD_binding_7-domain-containing protein"
"Un","KV784358.1",73276,73926,"+",,,"FRACYDRAFT_143531","OEU16033.1",193,"kinase-like protein, partial"
"Un","KV784358.1",74597,76803,"-",,,"FRACYDRAFT_238618","OEU16034.1",468,"hypothetical protein FRACYDRAFT_238618"
"Un","KV784358.1",88656,90900,"-",,"B3GT6_1_a","FRACYDRAFT_238620","OEU16035.1",681,"putative galactosylxylosyl protein 3-beta-galactosyltransferase"
"Un","KV784358.1",91622,92638,"+",,,"FRACYDRAFT_238621","OEU16036.1",280,"Maf/Ham1"
"Un","KV784358.1",92826,95834,"-",,,"FRACYDRAFT_238622","OEU16037.1",1002,"Glyco_hydro_31-domain-containing protein"
"Un","KV784358.1",96230,102393,"+",,,"FRACYDRAFT_238623","OEU16038.1",1721,"hypothetical protein FRACYDRAFT_238623"
"Un","KV784358.1",103704,104184,"-",,,"FRACYDRAFT_268876","OEU16039.1",149,"hypothetical protein FRACYDRAFT_268876, partial"
"Un","KV784358.1",104566,107203,"-",,"G6PI3","FRACYDRAFT_291634","OEU17085.1",825,"putative glucose-6-phosphate isomerase"
"Un","KV784358.1",107985,110336,"-",,"PPX","FRACYDRAFT_261082","OEU16040.1",631,"protoporphyrinogen IX oxidase"
"Un","KV784358.1",110823,112659,"+",,,"FRACYDRAFT_238627","OEU16041.1",540,"hypothetical protein FRACYDRAFT_238627"
"Un","KV784358.1",112841,113596,"-",,,"FRACYDRAFT_238628","OEU16042.1",251,"hypothetical protein FRACYDRAFT_238628"
"Un","KV784358.1",115162,115389,"-",,,"FRACYDRAFT_144853","OEU16043.1",76,"hypothetical protein FRACYDRAFT_144853, partial"
"Un","KV784358.1",116773,119036,"+",,,"FRACYDRAFT_238630","OEU16044.1",665,"GTP-binding protein typA"
"Un","KV784358.1",119444,120892,"-",,,"FRACYDRAFT_185157","OEU16045.1",463,"serine-tRNA ligase"
"Un","KV784358.1",123383,125716,"+",,,"FRACYDRAFT_146297","OEU16046.1",743,"hypothetical protein FRACYDRAFT_146297, partial"
"Un","KV784358.1",131266,133925,"-",,,"FRACYDRAFT_238633","OEU16047.1",824,"hypothetical protein FRACYDRAFT_238633"
"Un","KV784358.1",134455,136699,"-",,"CRTISO_6","FRACYDRAFT_225509","OEU16048.1",579,"carotenoid isomerase"
"Un","KV784358.1",137432,141332,"-",,,"FRACYDRAFT_238635","OEU16049.1",1088,"hypothetical protein FRACYDRAFT_238635"
"Un","KV784358.1",142277,143492,"+",,,"FRACYDRAFT_185446","OEU16050.1",337,"hypothetical protein FRACYDRAFT_185446, partial"
"Un","KV784358.1",145068,150152,"+",,,"FRACYDRAFT_238637","OEU16051.1",1694,"hypothetical protein FRACYDRAFT_238637"
"Un","KV784358.1",150748,151898,"-",,,"FRACYDRAFT_185817","OEU16052.1",323,"NAD(P)-binding protein"
"Un","KV784358.1",156087,157427,"+",,,"FRACYDRAFT_160844","OEU16053.1",186,"TPR-like protein, partial"
"Un","KV784358.1",158218,159519,"-",,,"FRACYDRAFT_238640","OEU16054.1",433,"hypothetical protein FRACYDRAFT_238640"
"Un","KV784358.1",160438,162141,"-",,,"FRACYDRAFT_185285","OEU16055.1",293,"hypothetical protein FRACYDRAFT_185285"
"Un","KV784358.1",163358,164118,"+",,,"FRACYDRAFT_185110","OEU16056.1",186,"hypothetical protein FRACYDRAFT_185110"
"Un","KV784358.1",164722,165372,"-",,,"FRACYDRAFT_261083","OEU16057.1",216,"hypothetical protein FRACYDRAFT_261083"
"Un","KV784358.1",166388,167194,"+",,,"FRACYDRAFT_169199","OEU16058.1",269,"MS_channel-domain-containing protein, partial"
"Un","KV784358.1",167421,168317,"-",,,"FRACYDRAFT_238645","OEU16059.1",298,"S-adenosyl-L-methionine-dependent methyltransferase"
"Un","KV784358.1",169186,169962,"+",,,"FRACYDRAFT_185012","OEU16060.1",258,"phosphoglycerate mutase-like protein"
"Un","KV784358.1",170208,171188,"-",,,"FRACYDRAFT_238647","OEU16061.1",326,"hypothetical protein FRACYDRAFT_238647"
"Un","KV784358.1",171693,173181,"+",,,"FRACYDRAFT_238648","OEU16062.1",478,"hypothetical protein FRACYDRAFT_238648"
"Un","KV784358.1",173242,174453,"-",,,"FRACYDRAFT_238649","OEU16063.1",403,"hypothetical protein FRACYDRAFT_238649"
"Un","KV784358.1",175814,175993,"+",,,"FRACYDRAFT_268877","OEU16064.1",59,"hypothetical protein FRACYDRAFT_268877"
"Un","KV784358.1",177512,179020,"-",,,"FRACYDRAFT_268878","OEU16065.1",403,"Asp-domain-containing protein"
"Un","KV784358.1",179856,181286,"-",,,"FRACYDRAFT_238652","OEU16066.1",428,"hypothetical protein FRACYDRAFT_238652"
"Un","KV784358.1",185687,186391,"-",,,"FRACYDRAFT_184994","OEU16067.1",234,"putative glycine rich secreted cement protein, partial"
"Un","KV784358.1",189201,189428,"+",,,"FRACYDRAFT_185419","OEU16068.1",76,"heat shock protein DnaJ, partial"
"Un","KV784358.1",190731,192890,"+",,,"FRACYDRAFT_261087","OEU16069.1",719,"hypothetical protein FRACYDRAFT_261087"
"Un","KV784358.1",193333,194846,"-",,,"FRACYDRAFT_207995","OEU16070.1",442,"kinase-like protein"
"Un","KV784358.1",196152,196565,"-",,,"FRACYDRAFT_185511","OEU16071.1",137,"hypothetical protein FRACYDRAFT_185511"
